iter	Logloss
256	0.4890091528
257	0.4889921719
258	0.4889803381
259	0.4889664911
260	0.4889483339
261	0.4889283942
262	0.4888828774
263	0.4888658321
264	0.4888475623
265	0.4888302134
266	0.4888177132
267	0.4888055729
268	0.4887918915
269	0.4887806907
270	0.4887665034
271	0.4887512094
272	0.4887319371
273	0.4887203226
274	0.4887105104
275	0.4886929512
276	0.4886832834
277	0.4886680723
278	0.4886480514
279	0.4886373872
280	0.4886249645
281	0.4886090491
282	0.4885929069
283	0.488583703
284	0.4885701393
285	0.4885586495
286	0.4885479796
287	0.4885297013
288	0.4885138258
289	0.488496956
290	0.4884830713
291	0.4884737084
292	0.4884583863
293	0.4884393692
294	0.488425125
295	0.488412706
296	0.4883948784
297	0.4883867259
298	0.4883758355
299	0.48836343
300	0.4883589501
301	0.4883160097
302	0.4882961569
303	0.4882833389
304	0.4882688465
305	0.4882577179
306	0.4882515684
307	0.488242562
308	0.4882275126
309	0.4882186655
310	0.4882100734
311	0.4881965137
312	0.4881875508
313	0.4881750076
314	0.4881640304
315	0.4881435358
316	0.4881020802
317	0.4880834018
318	0.4880488605
319	0.4880394834
320	0.4880044583
321	0.4879904049
322	0.4879808377
323	0.4879684339
324	0.4879491973
325	0.4879380037
326	0.4879048114
327	0.4878958912
328	0.4878817056
329	0.4878728403
330	0.4878645908
331	0.4878559248
332	0.4878500578
333	0.4878416937
334	0.4878279296
335	0.4878215337
336	0.4878121882
337	0.4878021605
338	0.4877909519
339	0.4877807899
340	0.4877733965
341	0.487768849
342	0.4877582128
343	0.4877461377
344	0.4877391939
345	0.4877286193
346	0.4877236723
347	0.4877160366
348	0.4877038336
349	0.4876949476
350	0.4876844816
351	0.4876768567
352	0.487667191
353	0.4876558969
354	0.4876446372
355	0.4876287813
356	0.4876160726
357	0.4876048187
358	0.4876005472
359	0.4875899401
360	0.4875810648
361	0.4875764132
362	0.4875719374
363	0.4875649521
364	0.487552474
365	0.4875450761
366	0.4875316865
367	0.4875124069
368	0.4875029795
369	0.4874935236
370	0.4874629327
371	0.4874560149
372	0.4874463171
373	0.4874406357
374	0.4874293782
375	0.4874256881
376	0.4874159448
377	0.487405168
378	0.4873968126
379	0.4873893064
380	0.4873826151
381	0.4873735649
382	0.4873661648
383	0.4873589822
384	0.487351387
385	0.4873420755
386	0.4873367738
387	0.4873280562
388	0.4873220537
389	0.4873178731
390	0.4873067638
391	0.487297848
392	0.4872900967
393	0.4872797911
394	0.4872729972
395	0.4872672849
396	0.4872602966
397	0.4872533652
398	0.4872450796
399	0.4872358126
400	0.4872286063
401	0.4872193278
402	0.4872131173
403	0.4872061319
404	0.4871971217
405	0.4871903872
406	0.4871837459
407	0.4871735893
408	0.4871662174
409	0.4871610704
410	0.4871520187
411	0.4871436595
412	0.4871361447
413	0.4871260263
414	0.4871208737
415	0.4871110067
416	0.4871015846
417	0.4870948085
418	0.4870906512
419	0.4870820692
420	0.4870742962
421	0.4870697342
422	0.4870626433
423	0.487057909
424	0.4870462746
425	0.4870369847
426	0.4870291011
427	0.4870153014
428	0.4870053018
429	0.4869954695
430	0.4869872349
431	0.4869763501
432	0.4869722004
433	0.486964529
434	0.4869568989
435	0.4869494793
436	0.4869231284
437	0.4869166366
438	0.4869107124
439	0.4869046423
440	0.4868918237
441	0.4868867181
442	0.4868802012
443	0.4868728732
444	0.4868467791
445	0.4868367183
446	0.4868270046
447	0.4868158585
448	0.4868114845
449	0.4868039707
450	0.4867942401
451	0.486787475
452	0.4867803309
453	0.4867714479
454	0.4867667923
455	0.486757383
456	0.4867516438
457	0.4867406992
458	0.4867310994
459	0.4867094898
460	0.4866863323
461	0.486676494
462	0.4866703416
463	0.4866671322
464	0.4866577515
465	0.4866503873
466	0.4866444041
467	0.4866384297
468	0.486633794
469	0.4866274969
470	0.4866169324
471	0.4866050833
472	0.4866002219
473	0.4865946126
474	0.4865882682
475	0.4865763134
476	0.486570238
477	0.4865617324
478	0.4865553188
479	0.4865483101
480	0.4865410647
481	0.4865350043
482	0.4865284938
483	0.4865217827
484	0.4865173725
485	0.4864947958
486	0.4864885567
487	0.486481476
488	0.4864743195
489	0.4864653799
490	0.4864549573
491	0.4864471672
492	0.4864361131
493	0.4864320833
494	0.4864264235
495	0.486417404
496	0.4864113622
497	0.4864029941
498	0.4863937241
499	0.4863907296
500	0.4863819152
501	0.4863748933
502	0.486369422
503	0.4863635012
504	0.4863581489
505	0.4863472931
506	0.4863415958
507	0.4863338301
508	0.4863284964
509	0.4863205519
510	0.4863132356
511	0.4863076501
512	0.4862976495
513	0.4862922056
514	0.4862869863
515	0.4862754939
516	0.4862659309
517	0.4862590795
518	0.4862533649
519	0.4862442221
520	0.4862342364
521	0.4862139448
522	0.4862067278
523	0.4861979735
524	0.4861891105
525	0.4861853214
526	0.4861819819
527	0.4861772439
528	0.4861708769
529	0.486166754
530	0.4861604378
531	0.486154845
532	0.486148841
533	0.4861442938
534	0.4861375067
535	0.4861278055
536	0.4861187908
537	0.4861117434
538	0.4861037488
539	0.4860957279
540	0.4860885982
541	0.4860792989
542	0.4860719896
543	0.4860639197
544	0.4860603921
545	0.4860559399
546	0.4860494306
547	0.4860421502
548	0.486037227
549	0.4860302642
550	0.486023116
551	0.4860157824
552	0.4860055043
553	0.485997996
554	0.4859933859
555	0.4859883519
556	0.4859811132
557	0.4859765133
558	0.4859715607
559	0.4859681319
560	0.4859598395
561	0.4859567956
562	0.4859508927
563	0.4859427963
564	0.4859266839
565	0.4859190073
566	0.4859105517
567	0.485904908
568	0.4858972593
569	0.4858894217
570	0.4858832224
571	0.4858779633
572	0.4858715887
573	0.4858649242
574	0.4858609952
575	0.4858594721
576	0.4858511311
577	0.4858420067
578	0.4858375515
579	0.4858188387
580	0.4858087828
581	0.4858049094
582	0.4857954848
583	0.485788557
584	0.4857827463
585	0.4857767408
586	0.4857688728
587	0.4857638034
588	0.4857559999
589	0.4857492568
590	0.4857449886
591	0.4857398491
592	0.4857332599
593	0.485724794
594	0.4857124499
595	0.485707056
596	0.4857015282
597	0.4856934506
598	0.4856848654
599	0.4856762835
600	0.4856700545
601	0.4856635401
602	0.4856567672
603	0.4856470181
604	0.4856396379
605	0.4856324054
606	0.4856238726
607	0.4856154865
608	0.4856059122
609	0.485597264
610	0.4855911663
611	0.4855828428
612	0.4855794146
613	0.4855725337
614	0.4855664696
615	0.4855581652
616	0.4855509571
617	0.4855475691
618	0.485537873
619	0.4855316968
620	0.4855261668
621	0.4855209844
622	0.4855168717
623	0.4855058095
624	0.4854974569
625	0.4854923868
626	0.4854840079
627	0.4854744394
628	0.4854671131
629	0.4854600869
630	0.4854500302
631	0.4854409195
632	0.4854360812
633	0.4854296582
634	0.4854248477
635	0.4854155037
636	0.4854079266
637	0.4853990667
638	0.4853919887
639	0.4853821742
640	0.4853749695
641	0.4853640412
642	0.4853594531
643	0.4853552641
644	0.4853454718
645	0.485334043
646	0.4853249946
647	0.4853176491
648	0.4853152218
649	0.4853093358
650	0.4853004698
651	0.485294186
652	0.4852885433
653	0.4852831119
654	0.485277982
655	0.4852690392
656	0.4852580276
657	0.4852480262
658	0.4852403731
659	0.4852401113
660	0.4852348351
661	0.4852269394
662	0.4852207899
663	0.4852117885
664	0.485206047
665	0.4851991713
666	0.4851899794
667	0.4851855053
668	0.4851766125
669	0.4851704726
670	0.485163796
671	0.4851616338
672	0.4851519845
673	0.4851437701
674	0.4851376533
675	0.4851294317
676	0.4851245875
677	0.4851175318
678	0.4851098188
679	0.4851033716
680	0.4850947809
681	0.4850943547
682	0.4850888722
683	0.4850859812
684	0.4850781783
685	0.4850713817
686	0.4850618844
687	0.485056585
688	0.485048062
689	0.4850387023
690	0.4850336644
691	0.4850263919
692	0.4850175503
693	0.4850048803
694	0.485000267
695	0.4849925554
696	0.4849861894
697	0.4849801891
698	0.4849709312
699	0.484960043
700	0.4849501811
701	0.4849498121
702	0.4849400225
703	0.4849344131
704	0.4849285597
705	0.4849244983
706	0.4849184766
707	0.4849118047
708	0.4849056223
709	0.4849010612
710	0.4848982272
711	0.4848916357
712	0.4848851133
713	0.4848760008
714	0.4848753676
715	0.4848662868
716	0.4848577333
717	0.4848519121
718	0.4848511194
719	0.4848463884
720	0.4848371015
721	0.4848301871
722	0.4848268885
723	0.4848207737
724	0.4848149859
725	0.4848084548
726	0.4847988028
727	0.4847887059
728	0.4847844386
729	0.4847840552
730	0.4847829539
731	0.4847805768
732	0.4847779251
733	0.4847731679
734	0.4847659433
735	0.4847608694
736	0.4847517741
737	0.484746453
738	0.4847457864
739	0.4847433721
740	0.484737391
741	0.4847303826
742	0.4847301278
743	0.4847227868
744	0.4847147796
745	0.4847061816
746	0.4847058601
747	0.4846975357
748	0.4846908593
749	0.4846902164
750	0.4846797134
751	0.4846712203
752	0.4846624542
753	0.4846570373
754	0.4846502241
755	0.4846411761
756	0.4846315189
757	0.4846262169
758	0.4846200618
759	0.4846140919
760	0.4846068684
761	0.4845976637
762	0.4845896249
763	0.4845888844
764	0.4845777802
765	0.4845708262
766	0.4845705214
767	0.4845646777
768	0.4845563901
769	0.4845495214
770	0.484541693
771	0.4845345889
772	0.4845261646
773	0.4845228156
774	0.4845199059
775	0.484511312
776	0.4845106214
777	0.4845052877
778	0.4844971682
779	0.4844914222
780	0.4844842644
781	0.484477643
782	0.4844751312
783	0.4844670627
784	0.4844607845
785	0.4844506335
786	0.484443095
787	0.4844373682
788	0.484427649
789	0.4844209064
790	0.4844114648
791	0.4844106124
792	0.4844051422
793	0.4843963749
794	0.4843910991
795	0.4843862689
796	0.4843778862
797	0.4843700552
798	0.484362776
799	0.4843554088
800	0.4843509307
801	0.4843454612
802	0.4843367802
803	0.4843304468
804	0.4843236381
805	0.4843180325
806	0.4843115787
807	0.4843063032
808	0.4843008
809	0.4842922912
810	0.4842869342
811	0.4842779762
812	0.4842776238
813	0.48426887
814	0.484262661
815	0.4842561124
816	0.4842511923
817	0.4842420605
818	0.4842354504
819	0.4842323896
820	0.4842252855
821	0.4842160509
822	0.4842101106
823	0.4842036093
824	0.4842032902
825	0.4841957702
826	0.4841950438
827	0.4841884368
828	0.4841798567
829	0.4841746762
830	0.4841744643
831	0.4841661347
832	0.4841604409
833	0.4841549004
834	0.4841545815
835	0.4841487457
836	0.4841421767
837	0.4841381233
838	0.4841292467
839	0.4841236275
840	0.4841172663
841	0.4841096271
842	0.4841021909
843	0.4840940011
844	0.4840892416
845	0.4840889799
846	0.4840801074
847	0.4840742298
848	0.4840677071
849	0.4840630504
850	0.4840571076
851	0.4840512349
852	0.4840438987
853	0.4840399588
854	0.4840396875
855	0.4840322824
856	0.4840262701
857	0.4840176592
858	0.4840074814
859	0.4840021548
860	0.4839935691
861	0.4839880868
862	0.483982906
863	0.483976768
864	0.4839722602
865	0.4839718053
866	0.4839633094
867	0.4839630594
868	0.4839551171
869	0.4839482351
870	0.4839406841
871	0.4839326169
872	0.4839243573
873	0.4839192134
874	0.483914081
875	0.4839138381
876	0.4839087705
877	0.4838998607
878	0.483895191
879	0.4838874247
880	0.4838780681
881	0.4838724157
882	0.4838667543
883	0.4838633093
884	0.4838557605
885	0.4838377762
886	0.4838301042
887	0.4838227377
888	0.4838171244
889	0.4838113186
890	0.4838052227
891	0.4838030251
892	0.4837941563
893	0.4837881949
894	0.4837814344
895	0.4837766495
896	0.4837720562
897	0.4837633576
898	0.4837577257
899	0.4837508245
900	0.4837505246
901	0.4837451004
902	0.4837375779
903	0.4837330688
904	0.4837283525
905	0.483720494
906	0.4837148956
907	0.4837060192
908	0.4837056952
909	0.4836976577
910	0.4836931377
911	0.4836887302
912	0.483684195
913	0.4836839426
914	0.4836778334
915	0.4836731962
916	0.4836659196
917	0.4836607023
918	0.4836551
919	0.4836482359
920	0.483640617
921	0.4836330332
922	0.4836247827
923	0.4836212209
924	0.4836208874
925	0.4836168364
926	0.4836079358
927	0.483603348
928	0.4836031504
929	0.4835987251
930	0.4835918106
931	0.4835855639
932	0.4835793099
933	0.4835737761
934	0.4835693892
935	0.4835651569
936	0.4835597884
937	0.4835565982
938	0.4835507718
939	0.4835435835
940	0.4835356512
941	0.4835304241
942	0.4835235073
943	0.4835154908
944	0.4835096233
945	0.483503051
946	0.4834975286
947	0.4834953548
948	0.4834884788
949	0.4834820264
950	0.4834778186
951	0.4834746351
952	0.4834667384
953	0.4834603328
954	0.4834540329
955	0.4834493156
956	0.4834491131
957	0.4834312239
958	0.4834230678
959	0.4834170398
960	0.4834103556
961	0.4834056635
962	0.4833978627
963	0.4833896053
964	0.4833831304
965	0.4833746146
966	0.4833676956
967	0.4833507732
968	0.4833409842
969	0.4833336783
970	0.4833280242
971	0.483324516
972	0.4833186898
973	0.483310812
974	0.4833019261
975	0.483295212
976	0.4832943165
977	0.4832886384
978	0.4832801205
979	0.4832722509
980	0.4832663272
981	0.4832660296
982	0.4832604294
983	0.4832528699
984	0.4832482592
985	0.4832413475
986	0.4832353976
987	0.4832270658
988	0.4832207885
989	0.4832134669
990	0.4832067743
991	0.4831984304
992	0.4831939505
993	0.4831878101
994	0.4831799694
995	0.4831796383
996	0.4831730797
997	0.4831669445
998	0.4831581407
999	0.4831532352
