iter	Passed	Remaining
188	1938	8319
189	1947	8303
190	1958	8295
191	1968	8284
192	1978	8273
193	1988	8259
194	1998	8250
195	2008	8238
196	2017	8224
197	2028	8215
198	2038	8204
199	2048	8194
200	2058	8181
201	2068	8173
202	2079	8164
203	2090	8155
204	2100	8144
205	2111	8137
206	2120	8121
207	2130	8112
208	2140	8099
209	2151	8092
210	2160	8079
211	2170	8066
212	2178	8050
213	2189	8041
214	2200	8033
215	2210	8022
216	2220	8013
217	2230	8000
218	2240	7988
219	2250	7977
220	2260	7968
221	2270	7957
222	2280	7945
223	2290	7933
224	2299	7920
225	2309	7909
226	2319	7898
227	2329	7886
228	2339	7877
229	2348	7862
230	2358	7850
231	2368	7839
232	2377	7827
233	2388	7818
234	2398	7806
235	2408	7795
236	2417	7784
237	2428	7775
238	2438	7762
239	2448	7753
240	2459	7744
241	2468	7732
242	2478	7719
243	2487	7707
244	2497	7696
245	2507	7686
246	2517	7676
247	2528	7666
248	2538	7656
249	2547	7643
250	2558	7633
251	2567	7620
252	2577	7610
253	2587	7599
254	2597	7589
255	2607	7578
256	2617	7568
257	2628	7558
258	2638	7547
259	2648	7536
260	2658	7527
261	2669	7520
262	2679	7508
263	2689	7497
264	2699	7487
265	2709	7476
266	2719	7464
267	2728	7451
268	2738	7441
269	2747	7428
270	2757	7418
271	2767	7408
272	2778	7399
273	2788	7387
274	2798	7376
275	2808	7366
276	2817	7354
277	2828	7344
278	2837	7333
279	2847	7322
280	2857	7311
281	2868	7302
282	2878	7293
283	2887	7279
284	2897	7270
285	2907	7259
286	2917	7247
287	2926	7235
288	2935	7222
289	2947	7215
290	2957	7204
291	2967	7194
292	2976	7181
293	2985	7169
294	2995	7158
295	3005	7148
296	3015	7137
297	3025	7126
298	3034	7114
299	3044	7103
300	3053	7090
301	3062	7078
302	3072	7068
303	3082	7057
304	3093	7048
305	3103	7038
306	3112	7026
307	3122	7014
308	3132	7004
309	3141	6992
310	3152	6983
311	3161	6972
312	3171	6961
313	3181	6949
314	3190	6938
315	3201	6929
316	3210	6917
317	3220	6907
318	3229	6895
319	3239	6884
320	3248	6872
321	3258	6861
322	3268	6851
323	3279	6842
324	3289	6832
325	3299	6821
326	3309	6810
327	3318	6798
328	3328	6787
329	3337	6777
330	3347	6765
331	3356	6753
332	3366	6742
333	3376	6733
334	3386	6722
335	3396	6712
336	3406	6701
337	3415	6690
338	3425	6679
339	3436	6669
340	3445	6657
341	3453	6645
342	3463	6634
343	3474	6624
344	3483	6613
345	3493	6602
346	3502	6591
347	3511	6579
348	3522	6569
349	3531	6558
350	3542	6550
351	3552	6540
352	3562	6529
353	3572	6519
354	3582	6509
355	3593	6500
356	3604	6491
357	3614	6481
358	3623	6469
359	3633	6459
360	3643	6448
361	3651	6435
362	3660	6423
363	3670	6412
364	3680	6402
365	3690	6393
366	3700	6382
367	3709	6371
368	3719	6359
369	3728	6348
370	3738	6338
371	3747	6326
372	3757	6315
373	3766	6304
374	3776	6294
375	3785	6282
376	3795	6271
377	3805	6261
378	3815	6251
379	3824	6240
380	3834	6229
381	3844	6219
382	3853	6208
383	3863	6197
384	3873	6186
385	3882	6176
386	3891	6164
387	3902	6154
388	3911	6144
389	3921	6133
390	3931	6123
391	3941	6112
392	3950	6102
393	3959	6090
394	3969	6080
395	3979	6070
396	3989	6059
397	3998	6048
398	4008	6038
399	4018	6028
400	4028	6017
401	4038	6007
402	4048	5996
403	4057	5985
404	4066	5974
405	4075	5963
406	4085	5952
407	4095	5942
408	4104	5930
409	4113	5919
410	4123	5909
411	4132	5897
412	4142	5887
413	4151	5876
414	4161	5865
415	4170	5855
416	4180	5844
417	4189	5833
418	4199	5822
419	4208	5811
420	4218	5802
421	4228	5791
422	4237	5780
423	4246	5768
424	4256	5758
425	4266	5749
426	4276	5738
427	4286	5728
428	4296	5718
429	4305	5707
430	4315	5697
431	4325	5687
432	4335	5676
433	4343	5665
434	4353	5654
435	4363	5644
436	4372	5633
437	4381	5621
438	4390	5610
439	4399	5599
440	4409	5589
441	4418	5578
442	4428	5567
443	4438	5557
444	4447	5546
445	4457	5536
446	4467	5527
447	4477	5516
448	4486	5505
449	4495	5494
450	4505	5484
451	4515	5474
452	4524	5463
453	4534	5453
454	4543	5442
455	4553	5432
456	4563	5422
457	4573	5412
458	4583	5402
459	4592	5391
460	4601	5380
461	4611	5370
462	4621	5360
463	4630	5348
464	4641	5340
465	4650	5329
466	4660	5319
467	4670	5308
468	4679	5297
469	4688	5287
470	4698	5277
471	4708	5266
472	4717	5255
473	4726	5245
474	4735	5234
475	4745	5224
476	4755	5214
477	4765	5204
478	4774	5193
479	4783	5182
480	4793	5172
481	4802	5161
482	4813	5152
483	4823	5142
484	4833	5132
485	4842	5121
486	4852	5111
487	4861	5100
488	4871	5090
489	4880	5079
490	4890	5069
491	4899	5059
492	4909	5048
493	4918	5038
494	4928	5027
495	4937	5017
496	4947	5007
497	4957	4997
498	4967	4987
499	4976	4976
500	4986	4966
501	4996	4956
502	5005	4945
503	5014	4935
504	5024	4925
505	5034	4915
506	5043	4904
507	5053	4894
508	5063	4883
509	5071	4872
510	5081	4862
511	5091	4852
512	5101	4843
513	5111	4832
514	5120	4822
515	5130	4812
516	5140	4802
517	5149	4791
518	5159	4781
519	5169	4771
520	5179	4762
521	5189	4752
522	5199	4742
523	5210	4732
524	5220	4722
525	5229	4712
526	5238	4701
527	5248	4691
528	5257	4681
529	5266	4670
530	5276	4660
531	5285	4649
532	5295	4639
533	5304	4629
534	5314	4619
535	5324	4609
536	5334	4599
537	5343	4588
538	5352	4578
539	5362	4567
540	5371	4557
541	5381	4547
542	5391	4537
543	5401	4527
544	5410	4516
545	5419	4505
546	5428	4495
547	5438	4485
548	5447	4475
549	5457	4465
550	5466	4454
551	5477	4445
552	5488	4436
553	5497	4426
554	5507	4415
555	5516	4405
556	5525	4394
557	5533	4383
558	5542	4372
559	5551	4362
560	5561	4351
561	5570	4341
562	5579	4330
563	5589	4321
564	5598	4310
565	5607	4299
566	5617	4289
567	5626	4279
568	5635	4268
569	5645	4258
570	5653	4247
571	5662	4236
572	5671	4226
573	5680	4215
574	5690	4206
575	5699	4195
576	5709	4185
577	5718	4175
578	5727	4164
579	5737	4154
580	5748	4145
581	5757	4134
582	5766	4124
583	5776	4115
584	5785	4104
585	5794	4093
586	5804	4084
587	5813	4073
588	5823	4063
589	5833	4053
590	5842	4043
591	5852	4033
592	5861	4023
593	5870	4012
594	5880	4002
595	5889	3992
596	5897	3981
597	5907	3971
598	5916	3961
599	5926	3951
600	5936	3941
601	5946	3931
602	5956	3921
603	5965	3911
604	5975	3901
605	5985	3891
606	5996	3882
607	6005	3872
608	6015	3862
609	6025	3852
610	6034	3842
611	6044	3831
612	6053	3821
613	6062	3811
614	6072	3801
615	6081	3791
616	6090	3780
617	6099	3770
618	6110	3760
619	6119	3750
620	6127	3739
621	6136	3729
622	6144	3718
623	6154	3708
624	6162	3697
625	6171	3687
626	6181	3677
627	6191	3667
628	6200	3657
629	6210	3647
630	6220	3637
631	6230	3627
632	6239	3617
633	6248	3607
634	6257	3596
635	6266	3586
636	6275	3576
637	6285	3566
638	6295	3556
639	6305	3547
640	6315	3536
641	6325	3527
642	6334	3516
643	6342	3506
644	6352	3496
645	6361	3486
646	6371	3476
647	6380	3466
648	6389	3455
649	6398	3445
650	6409	3435
651	6418	3425
652	6427	3415
653	6436	3405
654	6445	3395
655	6456	3385
656	6466	3375
657	6476	3366
658	6486	3356
659	6494	3345
660	6503	3335
661	6512	3325
662	6521	3314
663	6531	3305
664	6541	3295
665	6550	3285
666	6560	3275
667	6570	3265
668	6580	3255
669	6590	3245
670	6599	3236
671	6608	3225
672	6618	3215
673	6630	3206
674	6639	3196
675	6649	3186
676	6658	3176
677	6668	3167
678	6678	3157
679	6687	3147
680	6697	3137
681	6705	3126
682	6714	3116
683	6723	3106
684	6733	3096
685	6743	3086
686	6753	3076
687	6762	3066
688	6771	3056
689	6781	3046
690	6791	3036
691	6801	3027
692	6810	3017
693	6820	3007
694	6830	2997
695	6839	2987
696	6848	2977
697	6858	2967
698	6867	2957
699	6878	2947
700	6887	2937
701	6895	2927
702	6905	2917
703	6914	2907
704	6924	2897
705	6933	2887
706	6942	2877
707	6952	2867
708	6961	2857
709	6969	2846
710	6978	2836
711	6987	2826
712	6996	2816
713	7005	2806
714	7013	2795
715	7023	2785
716	7033	2775
717	7042	2766
718	7051	2755
719	7060	2745
720	7070	2735
721	7079	2726
722	7089	2716
723	7098	2706
724	7108	2696
725	7117	2686
726	7127	2676
727	7137	2666
728	7146	2656
729	7154	2646
730	7162	2635
731	7171	2625
732	7179	2615
733	7188	2605
734	7197	2595
735	7207	2585
736	7217	2575
737	7226	2565
738	7234	2555
739	7243	2544
740	7252	2535
741	7262	2525
742	7269	2514
743	7279	2504
744	7288	2494
745	7298	2485
746	7306	2474
747	7317	2465
748	7327	2455
749	7335	2445
750	7346	2435
751	7355	2425
752	7365	2416
753	7375	2406
754	7385	2396
755	7395	2386
756	7406	2377
757	7415	2367
758	7424	2357
759	7434	2347
760	7443	2337
761	7453	2327
762	7463	2318
763	7471	2307
764	7481	2298
765	7490	2288
766	7498	2277
767	7507	2267
768	7517	2258
769	7527	2248
770	7536	2238
771	7546	2228
772	7555	2218
773	7564	2208
774	7572	2198
775	7582	2188
776	7590	2178
777	7599	2168
778	7610	2158
779	7619	2149
780	7629	2139
781	7639	2129
782	7648	2119
783	7657	2109
784	7666	2099
785	7677	2090
786	7686	2080
787	7695	2070
788	7705	2060
789	7714	2050
790	7724	2040
791	7732	2030
792	7741	2020
793	7751	2011
794	7761	2001
795	7770	1991
796	7779	1981
797	7789	1971
798	7800	1962
799	7809	1952
800	7818	1942
801	7827	1932
802	7836	1922
803	7846	1912
804	7856	1903
805	7866	1893
806	7876	1883
807	7885	1873
808	7895	1863
809	7904	1854
810	7914	1844
811	7923	1834
812	7931	1824
813	7940	1814
814	7950	1804
815	7960	1794
816	7970	1785
817	7980	1775
818	7990	1765
819	7999	1755
820	8008	1746
821	8018	1736
822	8027	1726
823	8037	1716
824	8045	1706
825	8054	1696
826	8062	1686
827	8072	1676
828	8082	1667
829	8091	1657
830	8099	1647
831	8108	1637
832	8118	1627
833	8127	1617
834	8135	1607
835	8146	1598
836	8155	1588
837	8164	1578
838	8174	1568
839	8183	1558
840	8194	1549
841	8204	1539
842	8214	1529
843	8225	1520
844	8233	1510
845	8242	1500
846	8251	1490
847	8260	1480
848	8270	1470
849	8279	1461
850	8289	1451
851	8299	1441
852	8309	1432
853	8318	1422
854	8325	1412
855	8335	1402
856	8345	1392
857	8355	1382
858	8365	1373
859	8375	1363
860	8384	1353
861	8394	1343
862	8403	1334
863	8413	1324
864	8421	1314
865	8429	1304
866	8439	1294
867	8447	1284
868	8457	1274
869	8467	1265
870	8476	1255
871	8485	1245
872	8495	1235
873	8505	1226
874	8514	1216
875	8522	1206
876	8531	1196
877	8541	1186
878	8550	1176
879	8559	1167
880	8569	1157
881	8579	1147
882	8588	1138
883	8599	1128
884	8609	1118
885	8618	1108
886	8628	1099
887	8637	1089
888	8646	1079
889	8655	1069
890	8664	1059
891	8673	1050
892	8682	1040
893	8691	1030
894	8700	1020
895	8710	1011
896	8719	1001
897	8729	991
898	8739	981
899	8749	972
900	8757	962
901	8767	952
902	8776	942
903	8785	932
904	8794	923
905	8803	913
906	8813	903
907	8823	894
908	8831	884
909	8840	874
910	8850	864
911	8859	854
912	8868	845
913	8876	835
914	8885	825
915	8894	815
916	8903	805
917	8913	796
918	8922	786
919	8933	776
920	8942	767
921	8951	757
922	8961	747
923	8971	737
924	8978	728
925	8988	718
926	8997	708
927	9007	698
928	9015	689
929	9024	679
930	9034	669
931	9044	659
932	9053	650
933	9064	640
934	9073	630
935	9081	620
936	9091	611
937	9101	601
938	9110	591
939	9120	582
940	9130	572
941	9139	562
942	9149	553
943	9158	543
944	9167	533
945	9178	523
946	9187	514
947	9196	504
948	9206	494
949	9216	485
950	9225	475
951	9234	465
952	9244	455
953	9254	446
954	9263	436
955	9273	426
956	9281	417
957	9290	407
958	9300	397
959	9310	387
960	9320	378
961	9330	368
962	9340	358
963	9350	349
964	9360	339
965	9370	329
966	9379	320
967	9389	310
968	9399	300
969	9408	290
970	9418	281
971	9427	271
972	9437	261
973	9447	252
974	9457	242
975	9467	232
976	9475	223
977	9484	213
978	9495	203
979	9505	193
980	9514	184
981	9522	174
982	9531	164
983	9541	155
984	9550	145
985	9559	135
986	9569	126
987	9579	116
988	9588	106
989	9598	96
990	9607	87
991	9617	77
992	9626	67
993	9636	58
994	9646	48
995	9654	38
996	9664	29
997	9674	19
998	9685	9
999	9694	0
