iter	Logloss
277	0.5837088142
278	0.5836558641
279	0.5836363548
280	0.5836209478
281	0.5835994746
282	0.5835869266
283	0.5835676363
284	0.5835451589
285	0.5835251097
286	0.5835009661
287	0.5834905041
288	0.5834694289
289	0.583450898
290	0.5834423086
291	0.5834195193
292	0.5834033091
293	0.5833809553
294	0.5833659441
295	0.5833533596
296	0.5833356088
297	0.583318943
298	0.5832992713
299	0.5832857689
300	0.5832690566
301	0.5832611657
302	0.5832447752
303	0.5832330991
304	0.5832156159
305	0.5832015389
306	0.5831788423
307	0.583165918
308	0.5831561315
309	0.583137988
310	0.5831119362
311	0.5831028299
312	0.583086986
313	0.5830668356
314	0.5830533192
315	0.583027119
316	0.5829854768
317	0.5829785767
318	0.582962936
319	0.5829453983
320	0.582935156
321	0.5829145324
322	0.5829067966
323	0.5828948134
324	0.5828808697
325	0.5828623389
326	0.5828200843
327	0.5828035179
328	0.5827661633
329	0.5827577906
330	0.5827436704
331	0.5827314278
332	0.5827197303
333	0.5827106245
334	0.5826934272
335	0.5826854425
336	0.5826748483
337	0.582661094
338	0.5826497999
339	0.5826337558
340	0.5826069675
341	0.5825889586
342	0.5825791936
343	0.582563986
344	0.5825498558
345	0.5825347241
346	0.5825216987
347	0.5825119787
348	0.5825005571
349	0.5824930147
350	0.5824772645
351	0.5824548889
352	0.5824443946
353	0.5824332154
354	0.5824221993
355	0.5824061085
356	0.5823942507
357	0.5823824447
358	0.582372592
359	0.5823476371
360	0.5823311004
361	0.5823218709
362	0.5823109854
363	0.5822980945
364	0.5822904233
365	0.5822777465
366	0.5822586555
367	0.582244332
368	0.5822124638
369	0.5822043448
370	0.5821967284
371	0.5821914856
372	0.5821721272
373	0.5821654549
374	0.5821514854
375	0.5821389512
376	0.582123037
377	0.5821117743
378	0.5821023013
379	0.5820852611
380	0.5820665776
381	0.5820560806
382	0.5820408778
383	0.5820204182
384	0.5820036512
385	0.5819966443
386	0.5819877501
387	0.5819807628
388	0.5819654686
389	0.5819538284
390	0.5819446712
391	0.5819310257
392	0.5819157082
393	0.5819089306
394	0.5818901438
395	0.5818769773
396	0.5818692841
397	0.5818526635
398	0.5818374536
399	0.5818205293
400	0.5818079588
401	0.5818020484
402	0.5817930098
403	0.5817847313
404	0.5817509525
405	0.5817440994
406	0.5817357694
407	0.5817079423
408	0.58169791
409	0.5816895009
410	0.581678207
411	0.5816666481
412	0.5816603607
413	0.5816496041
414	0.5816404181
415	0.5816368553
416	0.5816276551
417	0.5816089179
418	0.5815979626
419	0.5815813894
420	0.5815761192
421	0.5815621381
422	0.5815566861
423	0.5815488024
424	0.5815354626
425	0.5815262803
426	0.5815098133
427	0.5814973475
428	0.581472263
429	0.5814609796
430	0.5814492308
431	0.5814432587
432	0.5814358727
433	0.581423884
434	0.5814157934
435	0.5814039461
436	0.5813974043
437	0.5813839488
438	0.5813767592
439	0.5813702287
440	0.5813629902
441	0.5813547218
442	0.5813457982
443	0.5813343948
444	0.5813226172
445	0.581311195
446	0.5813015364
447	0.5812942023
448	0.5812860778
449	0.581272204
450	0.5812613312
451	0.5812463836
452	0.5812384722
453	0.5812324412
454	0.5812218682
455	0.5812172597
456	0.5812109004
457	0.5811916306
458	0.5811831429
459	0.5811725746
460	0.5811596576
461	0.5811510057
462	0.5811424035
463	0.581121948
464	0.581114427
465	0.5810974615
466	0.5810928672
467	0.5810859533
468	0.5810787147
469	0.5810730855
470	0.5810654308
471	0.5810533252
472	0.5810395392
473	0.581032124
474	0.581025229
475	0.5810174205
476	0.5810101397
477	0.5810013222
478	0.5809923102
479	0.5809860471
480	0.5809775843
481	0.5809679173
482	0.5809610729
483	0.5809548217
484	0.5809485431
485	0.5809391297
486	0.580929868
487	0.5809209009
488	0.5809134559
489	0.5809099733
490	0.5809061837
491	0.5808914584
492	0.5808840735
493	0.5808730781
494	0.5808701215
495	0.5808641015
496	0.5808535569
497	0.5808458457
498	0.5808354204
499	0.5808274054
500	0.5808215608
501	0.5808159372
502	0.5808099957
503	0.5808050699
504	0.5807948973
505	0.580792176
506	0.5807859597
507	0.5807835982
508	0.5807751877
509	0.5807631674
510	0.5807542383
511	0.5807433054
512	0.5807346917
513	0.5807268442
514	0.5807227724
515	0.5807184175
516	0.5807057917
517	0.580699887
518	0.5806924544
519	0.5806879748
520	0.580680714
521	0.5806760649
522	0.5806614799
523	0.5806543899
524	0.5806494696
525	0.5806410066
526	0.5806292213
527	0.5806256111
528	0.5806217358
529	0.5806128535
530	0.5806025353
531	0.5805961387
532	0.5805897361
533	0.5805822795
534	0.5805709795
535	0.5805428142
536	0.5805355597
537	0.5805215226
538	0.5805129508
539	0.5805040531
540	0.5804935634
541	0.5804886435
542	0.5804815976
543	0.5804804823
544	0.5804731031
545	0.5804677644
546	0.5804665729
547	0.5804593188
548	0.5804462347
549	0.580439368
550	0.5804324047
551	0.5804186401
552	0.5804143774
553	0.5804086755
554	0.5804007882
555	0.5803925528
556	0.5803832279
557	0.5803759701
558	0.5803677408
559	0.5803466154
560	0.5803395058
561	0.5803339757
562	0.5803265587
563	0.580320074
564	0.5803142078
565	0.5802881145
566	0.5802762487
567	0.580269357
568	0.5802654374
569	0.5802526379
570	0.5802382844
571	0.5802286471
572	0.5802247634
573	0.5802198222
574	0.5802012382
575	0.5801939945
576	0.5801883739
577	0.5801838506
578	0.5801741979
579	0.5801653158
580	0.5801569165
581	0.5801472221
582	0.5801393086
583	0.5801290403
584	0.5801263515
585	0.5801186674
586	0.580112924
587	0.5801012192
588	0.5800947366
589	0.5800863971
590	0.5800626532
591	0.5800552655
592	0.5800497049
593	0.5800414425
594	0.5800287281
595	0.5800070514
596	0.580001244
597	0.5799930219
598	0.5799828356
599	0.5799666519
600	0.579961768
601	0.5799551814
602	0.5799508353
603	0.5799391226
604	0.5799342835
605	0.5799243581
606	0.5799179148
607	0.5799133315
608	0.5799064762
609	0.5798977939
610	0.5798917296
611	0.5798869239
612	0.5798819576
613	0.5798760337
614	0.579867863
615	0.5798632332
616	0.579856682
617	0.5798471692
618	0.5798382414
619	0.5798136954
620	0.5798053023
621	0.5797978466
622	0.5797880838
623	0.5797777482
624	0.5797708418
625	0.5797606438
626	0.5797516699
627	0.5797450406
628	0.5797387764
629	0.5797314217
630	0.5797221322
631	0.579718176
632	0.5797129776
633	0.5797068318
634	0.5796966879
635	0.5796884301
636	0.5796790672
637	0.5796710323
638	0.5796694883
639	0.5796607856
640	0.5796566794
641	0.5796540042
642	0.5796462197
643	0.5796394124
644	0.5796302684
645	0.57962108
646	0.5796159245
647	0.5796127446
648	0.5796084002
649	0.5796031977
650	0.579599638
651	0.5795951322
652	0.5795875306
653	0.5795854683
654	0.5795732219
655	0.5795590221
656	0.5795460998
657	0.5795400639
658	0.5795377174
659	0.5795345049
660	0.5795224994
661	0.579514389
662	0.5795095709
663	0.5795066054
664	0.5794974297
665	0.5794910391
666	0.5794857317
667	0.579474939
668	0.5794646637
669	0.5794600362
670	0.5794502583
671	0.5794410616
672	0.5794340991
673	0.5794297741
674	0.5794224884
675	0.5794135481
676	0.5794063723
677	0.5794017779
678	0.5793906941
679	0.5793811459
680	0.5793771998
681	0.5793719111
682	0.5793675144
683	0.5793613496
684	0.5793541552
685	0.5793484998
686	0.5793444829
687	0.5793406977
688	0.5793376494
689	0.5793320868
690	0.5793238692
691	0.5793155693
692	0.579308041
693	0.5792996238
694	0.579293758
695	0.5792872237
696	0.5792770956
697	0.5792736867
698	0.5792675604
699	0.5792591459
700	0.5792562712
701	0.5792516828
702	0.5792433649
703	0.5792352579
704	0.5792251733
705	0.5792188656
706	0.579211072
707	0.5792059411
708	0.5791972097
709	0.5791870669
710	0.5791810783
711	0.5791755024
712	0.5791725661
713	0.5791664038
714	0.5791539929
715	0.5791493154
716	0.579141377
717	0.5791321218
718	0.5791261987
719	0.5791185377
720	0.5791139077
721	0.5791077995
722	0.5790994451
723	0.5790907984
724	0.5790847421
725	0.5790791169
726	0.5790705458
727	0.5790635859
728	0.5790588765
729	0.5790553233
730	0.5790502455
731	0.5790424148
732	0.5790340837
733	0.5790268051
734	0.5790219839
735	0.5790167555
736	0.5790145463
737	0.5790078272
738	0.579003709
739	0.5789968979
740	0.5789937135
741	0.5789889415
742	0.5789789567
743	0.5789753993
744	0.5789666678
745	0.5789502614
746	0.5789420768
747	0.5789349639
748	0.5789243185
749	0.5789083632
750	0.5789007323
751	0.5788910484
752	0.5788848906
753	0.5788765647
754	0.5788691551
755	0.5788662075
756	0.5788588862
757	0.5788461699
758	0.5788375546
759	0.5788310536
760	0.5788262559
761	0.5788196467
762	0.5788169228
763	0.5788129086
764	0.5788029306
765	0.5787969034
766	0.5787911968
767	0.5787837516
768	0.5787806992
769	0.5787678023
770	0.5787583243
771	0.5787551144
772	0.5787430826
773	0.5787389498
774	0.5787341188
775	0.5787295318
776	0.5787228978
777	0.5787153801
778	0.5787074799
779	0.5786967678
780	0.5786904605
781	0.5786827761
782	0.5786762934
783	0.5786682396
784	0.5786628534
785	0.5786585003
786	0.5786472825
787	0.5786453125
788	0.5786390072
789	0.5786350892
790	0.5786296485
791	0.578623486
792	0.5786155444
793	0.5786101979
794	0.578599618
795	0.5785936897
796	0.5785858865
797	0.5785791005
798	0.5785645192
799	0.5785536102
800	0.5785403467
801	0.5785280441
802	0.578518753
803	0.5785124962
804	0.5785094186
805	0.5785033295
806	0.5784963177
807	0.5784843119
808	0.5784769184
809	0.5784674824
810	0.5784615887
811	0.5784531069
812	0.5784441759
813	0.5784394104
814	0.5784291773
815	0.578418827
816	0.578405638
817	0.5783960685
818	0.578387043
819	0.5783783326
820	0.5783719591
821	0.5783645566
822	0.5783571946
823	0.5783486877
824	0.5783445083
825	0.5783374976
826	0.5783274682
827	0.5783198168
828	0.5783133792
829	0.5783057882
830	0.578299505
831	0.578294997
832	0.5782845664
833	0.578277251
834	0.578266866
835	0.578261742
836	0.5782544293
837	0.5782385445
838	0.5782309365
839	0.5782216981
840	0.5782167402
841	0.5782058149
842	0.578198227
843	0.5781892645
844	0.5781788482
845	0.5781710649
846	0.5781623848
847	0.5781506874
848	0.5781463144
849	0.5781396291
850	0.5781314886
851	0.5781217195
852	0.5781135162
853	0.5781079691
854	0.5780971537
855	0.5780883538
856	0.5780828041
857	0.5780712224
858	0.5780637796
859	0.5780570641
860	0.5780482705
861	0.5780372481
862	0.5780276812
863	0.5780222367
864	0.5780159352
865	0.5780068957
866	0.577999151
867	0.5779893286
868	0.5779802815
869	0.5779741048
870	0.5779632826
871	0.5779557044
872	0.5779443646
873	0.577932904
874	0.5779231272
875	0.5779186295
876	0.5779104173
877	0.5779019172
878	0.5778962243
879	0.577888462
880	0.5778780772
881	0.5778647332
882	0.5778570945
883	0.577850412
884	0.5778416972
885	0.5778341144
886	0.577823241
887	0.5778158209
888	0.5778046593
889	0.5777961597
890	0.5777862998
891	0.5777791994
892	0.5777699846
893	0.5777591112
894	0.5777534211
895	0.5777430238
896	0.5777309351
897	0.5777217955
898	0.5777166548
899	0.5777077085
900	0.57769756
901	0.577688776
902	0.5776762808
903	0.5776634284
904	0.577653123
905	0.5776452443
906	0.5776354389
907	0.5776241119
908	0.5776127227
909	0.5776068267
910	0.5775992038
911	0.5775892163
912	0.5775799761
913	0.5775700582
914	0.5775603447
915	0.5775484472
916	0.5775394221
917	0.5775304417
918	0.5775229306
919	0.5775135378
920	0.5775050868
921	0.5774943323
922	0.5774869378
923	0.5774796141
924	0.5774699545
925	0.5774576977
926	0.5774449183
927	0.5774403626
928	0.5774328946
929	0.5774263677
930	0.5774224908
931	0.577414457
932	0.5774039257
933	0.5773991546
934	0.5773900326
935	0.5773812095
936	0.5773708872
937	0.5773627564
938	0.5773592652
939	0.5773541797
940	0.5773441034
941	0.5773331857
942	0.5773248852
943	0.5773173797
944	0.5773098705
945	0.5772996355
946	0.5772947066
947	0.5772864961
948	0.5772767
949	0.5772669198
950	0.577258559
951	0.5772453119
952	0.5772365842
953	0.5772271811
954	0.5772154306
955	0.5772065607
956	0.5772012121
957	0.5771919968
958	0.5771817899
959	0.5771739966
960	0.5771632008
961	0.5771555933
962	0.5771473564
963	0.577137996
964	0.57713056
965	0.5771240999
966	0.5771152128
967	0.5771013247
968	0.5770902777
969	0.5770781993
970	0.5770717445
971	0.577064495
972	0.577055676
973	0.577050081
974	0.5770412159
975	0.5770307444
976	0.5770238777
977	0.5770148749
978	0.5770076146
979	0.5769985557
980	0.5769881785
981	0.5769797901
982	0.5769717433
983	0.5769619576
984	0.5769512004
985	0.5769411787
986	0.5769313077
987	0.5769244384
988	0.5769146554
989	0.5769074472
990	0.5768991272
991	0.5768949262
992	0.576886572
993	0.5768802891
994	0.5768718563
995	0.5768650084
996	0.5768557612
997	0.5768487446
998	0.5768408781
999	0.5768297655
1000	0.5768238875
1001	0.576817126
1002	0.5768097704
1003	0.5768012141
1004	0.5767954477
1005	0.5767840599
1006	0.5767749857
1007	0.5767642555
1008	0.5767563976
1009	0.5767443393
1010	0.5767324821
1011	0.5767255531
1012	0.5767168893
1013	0.5767094933
1014	0.576699429
1015	0.5766912349
1016	0.5766854548
1017	0.5766748199
1018	0.5766667535
1019	0.5766550158
1020	0.5766446521
1021	0.5766359862
1022	0.5766264574
1023	0.5766192779
1024	0.5766101896
1025	0.5766040152
1026	0.5765938168
1027	0.5765843199
1028	0.5765749239
1029	0.5765639435
1030	0.5765528952
1031	0.5765446729
1032	0.5765362543
1033	0.5765281858
1034	0.5765178234
1035	0.5765123275
1036	0.5765034555
1037	0.5764943102
1038	0.5764866836
1039	0.5764794859
1040	0.5764725468
1041	0.5764633049
1042	0.5764559506
1043	0.5764499274
1044	0.5764385135
1045	0.5764313435
1046	0.576427185
1047	0.5764218268
1048	0.5764130962
1049	0.5764040709
1050	0.5763984896
1051	0.5763885653
1052	0.5763836743
1053	0.5763765013
1054	0.5763685456
1055	0.5763577881
1056	0.5763495846
1057	0.5763399223
1058	0.5763291574
1059	0.5763212694
1060	0.57631248
1061	0.5763056638
1062	0.5762967429
1063	0.5762881646
1064	0.5762811664
1065	0.5762732311
1066	0.5762643084
1067	0.5762496509
1068	0.5762389491
1069	0.5762281862
1070	0.5762210761
1071	0.5762120298
1072	0.5762024125
1073	0.5761937953
1074	0.5761869918
1075	0.5761757809
1076	0.5761672127
1077	0.5761640668
1078	0.5761571595
1079	0.5761485006
1080	0.5761374616
1081	0.5761318031
1082	0.576122934
1083	0.5761121183
1084	0.5761031195
1085	0.5760944602
1086	0.576084245
1087	0.576078587
1088	0.5760705181
1089	0.5760624052
1090	0.5760539569
1091	0.5760444899
1092	0.5760360902
1093	0.5760267848
1094	0.5760192708
1095	0.5760104435
1096	0.57600235
1097	0.576000068
1098	0.5759972034
1099	0.5759882434
1100	0.5759781432
1101	0.5759694263
1102	0.5759606752
1103	0.5759532533
1104	0.5759450224
1105	0.5759364585
1106	0.5759264064
1107	0.5759199243
1108	0.5759097861
1109	0.5759030674
1110	0.5758937898
1111	0.5758848452
1112	0.5758765436
1113	0.5758699373
1114	0.5758599705
1115	0.5758517088
1116	0.5758437226
1117	0.5758379058
1118	0.5758219068
1119	0.5758114479
1120	0.5758032255
1121	0.5757932918
1122	0.5757863938
1123	0.5757782712
1124	0.5757720853
1125	0.5757669659
1126	0.5757601304
1127	0.575748959
1128	0.5757372177
1129	0.5757288055
1130	0.5757208017
1131	0.5757133644
1132	0.5757002736
1133	0.5756914295
1134	0.5756843579
1135	0.5756801617
1136	0.5756719746
1137	0.5756664042
1138	0.5756559987
1139	0.575650028
1140	0.5756397423
1141	0.575633589
1142	0.5756250966
1143	0.5756167372
1144	0.5756090952
1145	0.5756009272
1146	0.5755983112
1147	0.5755900085
1148	0.5755817104
1149	0.5755703816
1150	0.5755613324
1151	0.5755546037
1152	0.5755467214
1153	0.5755403718
1154	0.575532289
1155	0.5755246427
1156	0.5755213005
1157	0.5755138675
1158	0.5755072416
1159	0.5754979053
1160	0.5754930153
1161	0.5754876975
1162	0.5754824862
1163	0.5754776319
1164	0.5754719439
1165	0.5754642375
1166	0.5754583281
1167	0.575451637
1168	0.5754440193
1169	0.5754366183
1170	0.575430082
1171	0.5754239964
1172	0.5754162265
1173	0.5754089561
1174	0.5754030855
1175	0.5753956786
1176	0.5753815887
1177	0.5753794249
1178	0.5753732822
1179	0.5753677696
1180	0.5753629732
1181	0.575359811
1182	0.5753513893
1183	0.5753450125
1184	0.5753408984
1185	0.5753312011
1186	0.5753225127
1187	0.5753135999
1188	0.5753125033
1189	0.5753039046
1190	0.5752957123
1191	0.5752898872
1192	0.5752826294
1193	0.5752755073
1194	0.5752677019
1195	0.5752587094
1196	0.5752503129
1197	0.5752397531
1198	0.5752303425
1199	0.575220755
